stg_voyage_id,title,start_date,end_date,owner,location,time_text,passengers_raw,additional_info,sources,additional_sources,notes
95,1944-05-18,1944-05-18,,Secretary of the Navy (1936-1968),,18:30,"[James Forrestal](https://en.wikipedia.org/wiki/James_Forrestal) (Sec. of Navy), Ambassador [Carlos Martins Pereira e Souza](https://www.trumanlibrary.gov/taxonomy/term/8136) and Mrs. Martins, daughter of Brazilian Ambassador, Mr. [Jesse Jones](https://en.wikipedia.org/wiki/Jesse_H._Jones) and his wife (Mary Jones, née Gibbs), Mrs. Longworth, [Stewart Symington](https://en.wikipedia.org/wiki/Stuart_Symington), Mme. Soong, Gen. Lindemann (British Embassy), Cdr. Alan Brown (2 regrets)",Dinner was served. Symington to be first [Secretary of the Air Force](https://en.wikipedia.org/wiki/United_States_Secretary_of_the_Air_Force) from 1947 to 1950,"\[Compiled from Forrestal’s Appointment Calendar Personal Papers\]. Forrestal and the Navy, by Robert Greenhalgh Albion and Robert Howe Connery; with the collaboration of Jennie Barnes Pope, foreword by [William T.R. Fox](https://en.wikipedia.org/wiki/William_T.R._Fox). page-293. Carlos Martins Pereira e Souza → [German wiki page](https://de.wikipedia.org/wiki/Carlos_Martins_Pereira_e_Souza) , [Portuguese bio](http://www.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/carlos-martins-pereira-e-sousa) [https://www.hoover.org/sites/default/files/uploads/documents/tv-soong-in-modern-chinese-history.pdf](https://www.hoover.org/sites/default/files/uploads/documents/tv-soong-in-modern-chinese-history.pdf) [https://timesmachine.nytimes.com/timesmachine/1942/10/14/83889575.html?pageNumber=3](https://timesmachine.nytimes.com/timesmachine/1942/10/14/83889575.html?pageNumber=3)",,
96,1944-05-29,1944-05-29,,Secretary of the Navy (1936-1968),,18:45,"[James Forrestal](https://en.wikipedia.org/wiki/James_Forrestal) (Sec. of Navy), [Gen. George C. Marshall](https://en.wikipedia.org/wiki/George_Marshall), Gen. [Henry Harley ""Hap"" Arnold](https://en.wikipedia.org/wiki/Henry_H._Arnold), [Gen. Brehon B. Somervell](https://en.wikipedia.org/wiki/Brehon_B._Somervell), Secs. [Robert A. Lovett](https://en.wikipedia.org/wiki/Robert_A._Lovett), [Ralph Austin Bard](https://en.wikipedia.org/wiki/Ralph_Austin_Bard), [John J. McCloy](https://en.wikipedia.org/wiki/John_J._McCloy), [Artemus Lamb Gates](https://en.wikipedia.org/wiki/Artemus_Gates); Adms. [Ernest King](https://en.wikipedia.org/wiki/Ernest_King), [Frederick J. Horne](https://en.wikipedia.org/wiki/Frederick_J._Horne), [Aubrey Fitch](https://en.wikipedia.org/wiki/Aubrey_Fitch); [C. E. Wilson](https://en.wikipedia.org/wiki/Charles_Erwin_Wilson), [Judge Patterson](https://en.wikipedia.org/wiki/Robert_P._Patterson), [Adm. Arthur W. Radford](https://en.wikipedia.org/wiki/Arthur_W._Radford), Adm. [Samuel Murray Robinson](https://en.wikipedia.org/wiki/Samuel_Murray_Robinson) (Sec. Stimson regrets)",Dinner was served,"\[Compiled from Forrestal’s Appointment Calendar Personal Papers\]. Forrestal and the Navy, by Robert Greenhalgh Albion and Robert Howe Connery; with the collaboration of Jennie Barnes Pope, foreword by [William T.R. Fox](https://en.wikipedia.org/wiki/William_T.R._Fox). page-294; [Diary of John J. McCloy](https://www.dropbox.com/search/work?path=%2F&preview=id%3AaCgor1sHxFAAAAAAAAADjQ&query=James+Forrestal&search_token=9vjKCMin85VFWEf9qtcJc1Ykfh6KdsrI3NYmeg1BjHE%3D&typeahead_session_id=96780046732653951457889113174487) (p. 214\) **Notes:** On Oct. 22, 1945, Secretary of War [Robert P. Patterson](https://en.wikipedia.org/wiki/Robert_P._Patterson) created the [Lovett Committee](https://en.wikipedia.org/wiki/Official_reports_by_the_U.S._Government_on_the_CIA), chaired by [Robert A. Lovett,](https://en.wikipedia.org/wiki/Robert_A._Lovett) to advise the government on the post-World War II organization of U.S. intelligence activities. The existence of this committee was unknown to the public until an official CIA history was released from secrecy in 1989\. But the CIA's author (who was President Bush's prep school history teacher; see chapter 5\) gives no real details of the Lovett Committee's functioning, claiming: \`\` The record of the testimony of the Lovett Committee, unfortunately, was not in the archives of the agency when this account was written. ''",,"Sec. of the Navy Frank Knox died April 28, 1944 and on May 19, 1944 at 9:00 A.M. Forrestal took Oath of Office as Secretary of the Navy; On Tuesday June 6, 1944 the D-day invasion began."
97,1944-06-22,1944-06-22,,Secretary of the Navy (1936-1968),,Dinner (late into night),"[James V. Forrestal](https://en.wikipedia.org/wiki/James_Forrestal) (Secretary of the Navy), [Admiral William Leahy](https://en.wikipedia.org/wiki/William_D._Leahy) (White House Chief of Staff and former Ambassador to Vichy France), [Edward Stettinius](https://en.wikipedia.org/wiki/Edward_Stettinius_Jr.) (Under Secretary of State), [John McCloy](https://en.wikipedia.org/wiki/John_J._McCloy) (Under Secretary of War), [Jean Monnet](https://en.wikipedia.org/wiki/Jean_Monnet) (advisor to FDR and member De Gaulle's government in exile)","Discussion of DeGaulle, fate of Vichy leaders (Including [Pierre Laval](https://en.wikipedia.org/wiki/Pierre_Laval) who was aboard Sequoia 1930-10-23) and future of France; discussion of UN Security Council membership and the P5",[Charles de Gaulle: A Thorn in the Side of Six American Presidents](https://books.google.com/books?id=-3r_DwAAQBAJ&pg=PA83&lpg=PA83&dq=%22Yacht+of+secretary+of+the+navy%22&source=bl&ots=JGwEJKHxYJ&sig=ACfU3U1gGimghIu9wUfsN0D_YgfgwELvRg&hl=en&sa=X&ved=2ahUKEwilkOLgkpruAhUIrFkKHY0ZDrMQ6AEwAHoECAIQAg#v=onepage&q=%22Yacht%20of%20secretary%20of%20the%20navy%22&f=false) By [William R. Keylor](https://www.bu.edu/pardeeschool/profile/william-r-keylor/) Rowman & Littlefield Publishers 2020 (ISBN: 9781442236745\) – Page 83; [Five to Rule Them All: The UN Security Council and the Making of the Modern World](https://books.google.com/books/about/Five_to_Rule_Them_All.html?id=GQIlV7bADjsC%20) by David L. Bosco,,
98,1944-06-25,1944-06-25,,Secretary of the Navy (1936-1968),,Dinner \[evening presumably; probably after 18:00 because he was at cocktail party at 17:30\],"[James Forrestal](https://en.wikipedia.org/wiki/James_Forrestal) (Sec. of Navy), [Senator Leverett Saltonstall](https://en.wikipedia.org/wiki/Leverett_Saltonstall) (R-MA) and Senator [Walter F. George](https://en.wikipedia.org/wiki/Walter_F._George) (D-GA; Chairman of the Senate Committee on Finance)",Dinner was served,"\[Compiled from Forrestal’s Appointment Calendar Personal Papers\]. Forrestal and the Navy, by Robert Greenhalgh Albion and Robert Howe Connery; with the collaboration of Jennie Barnes Pope, foreword by [William T.R. Fox](https://en.wikipedia.org/wiki/William_T.R._Fox). page-304.",,"Earlier that day, Forrestall testified House Foreign Affairs Committee on Inter-American Military Cooperation Bill @ 5:30 Gave cocktail party at Georgetown home for numerous Senators, Representatives, Cabinet officers, naval officers, and wives"
99,1944-06-27,1944-06-27,,Secretary of the Navy (1936-1968),,"Dinner,","[James Forrestal](https://en.wikipedia.org/wiki/James_Forrestal) (Sec. of Navy), Rep [J.W. Fulbright](https://en.wikipedia.org/wiki/J._William_Fulbright) (D-AR) and Mrs. Fulbright ([Elizabeth Fulbright](https://www.nytimes.com/1985/10/07/us/elizabeth-williams-fulbright-wife-of-ex-senator-was-79.html), née Williams)",Dinner was served,"\[Compiled from Forrestal’s Appointment Calendar Personal Papers\]. Forrestal and the Navy, by Robert Greenhalgh Albion and Robert Howe Connery; with the collaboration of Jennie Barnes Pope, foreword by [William T.R. Fox](https://en.wikipedia.org/wiki/William_T.R._Fox). page-304.",,
100,1944-07-02,1944-07-02,,Secretary of the Navy (1936-1968),,"Dinner,","[James Forrestal](https://en.wikipedia.org/wiki/James_Forrestal) (Sec. of Navy), Rep. [John Taber](https://en.wikipedia.org/wiki/John_Taber) (R-NY) et al.",Dinner was served,"\[Compiled from Forrestal’s Appointment Calendar Personal Papers\]. Forrestal and the Navy, by Robert Greenhalgh Albion and Robert Howe Connery; with the collaboration of Jennie Barnes Pope, foreword by [William T.R. Fox](https://en.wikipedia.org/wiki/William_T.R._Fox). page-304.",,
101,1944-07-29,1944-07-29,,Secretary of the Navy (1936-1968),,19:00 \-,"[John J. McCloy](https://en.wikipedia.org/wiki/John_J._McCloy) (Asst. Secretary of War), Mrs. Betty Gibbs (Attache on British Embassy staff), [Ralph Austin Bard](https://en.wikipedia.org/wiki/Ralph_Austin_Bard) ( Assistant Secretary of the Navy)",“Bard’s 60th birthday party”,"[Diary of John J. McCloy](https://www.dropbox.com/home/Sequoia%20-%20History%20Project/3.%20Sequoia%20-%20Research%20and%20Photos/8\(b\).%20Sequoia%20History%20-%20Presidential/John%20McCloy%20Diary%20\(1941-1944\)?preview=McCloy_diary_1944.pdf) (page 301 in document) Although he was an active [Republican](https://en.wikipedia.org/wiki/Republican_Party_\(United_States\)),[\[7\]](https://en.wikipedia.org/wiki/Ralph_Austin_Bard#cite_note-7) Bard was appointed Assistant Secretary of the Navy by President [Franklin D. Roosevelt](https://en.wikipedia.org/wiki/Franklin_D._Roosevelt), a [Democrat](https://en.wikipedia.org/wiki/Democratic_Party_\(United_States\)) who had once held the same post.[\[8\]](https://en.wikipedia.org/wiki/Ralph_Austin_Bard#cite_note-8) Bard was ""the only person known to have formally dissented from the use of the atomic bomb without advance warning.""[\[2\]](https://en.wikipedia.org/wiki/Ralph_Austin_Bard#cite_note-2) Bard's papers (1941–1944) are housed at the [Naval Historical Center](https://en.wikipedia.org/wiki/Naval_History_%26_Heritage_Command) in Washington, DC.[\[23\]](https://en.wikipedia.org/wiki/Ralph_Austin_Bard#cite_note-23) [Photo of Betty Gibbs](https://outlet.historicimages.com/products/nea59928)",,"**Ralph Austin Bard** (July 29, 1884 – April 5, 1975). Diary of John J. McCloy: Diary entries for 1944-07-29 “8:50AM Telephoned Mrs. Gibbs (British Embassy) — invited her to go along to Bard’s birthday party on the Sequoia.” “7:00PM On board the Sequoia, Bard’s birthday party — brought along Mrs. Gibbs of the British Embassy staff.” “DIPLOMATIC APPOINTMENT FOR WOMAN. LONDON, November 22\. —Britain's first woman attache, described by a Foreign Office colleague as ""an extraordinarily bright and attractive brunette,"" has been appointed to the British Embassy in Washington. She Is Mrs. Betty Gibbs, a widow in her early thirties. She is the second Englishwoman given full diplomatic status. The first was Miss Mary M'Geachy, who also was in Washington. Mrs. Gibbs went to Canada in 1941 demonstrating a British canteen unit, and later took up receptionist work at the British Embassy in Washington. Because all wartime appointments are temporary, Mrs. Gibbs does not rank as a member of the diplomatic service”"
102,1944-08-27,1944-08-27,,Secretary of the Navy (1936-1968),,20:00 \-,"[James Forrestal](https://en.wikipedia.org/wiki/James_Forrestal) (Secretary of the Navy), [John J. McCloy](https://en.wikipedia.org/wiki/John_J._McCloy) (Asst. Secretary of War), unknown",“8:00 Dinner — Forrestal — Sequoia”,[https://www.dropbox.com/home/Sequoia%20-%20History%20Project/3.%20Sequoia%20-%20Research%20and%20Photos/8(b).%20Sequoia%20History%20-%20Presidential/John%20McCloy%20Diary%20(1941-1944)?preview=McCloy\_diary\_1944.pdf](https://www.dropbox.com/home/Sequoia%20-%20History%20Project/3.%20Sequoia%20-%20Research%20and%20Photos/8\(b\).%20Sequoia%20History%20-%20Presidential/John%20McCloy%20Diary%20\(1941-1944\)?preview=McCloy_diary_1944.pdf) **Diary of John J. McCloy** (p. 337\),,
103,1945-05-14,1945-05-14,,"President Truman (April 12, 1945 to January 20, 1953\)",Potomac River,18:30 \-,"[James Forrestal](https://en.wikipedia.org/wiki/James_Forrestal) (Secretary of the Navy), [John J. McCloy](https://en.wikipedia.org/wiki/John_J._McCloy) (Asst. Secretary of War), unknown",“6:15 Left for Mr. Forrestal’s yacht for dinner and cruise down the Potomac.”,[Diary of John J. McCloy 1945 p. 292](https://www.dropbox.com/home/Sequoia%20-%20History%20Project/3.%20Sequoia%20-%20Research%20and%20Photos/8\(b\).%20Sequoia%20History%20-%20Presidential/John%20McCloy%20Diary%20\(1941-1944\)?preview=McCloy_diary_1945.pdf) [https://www.dropbox.com/home/Sequoia%20-%20History%20Project/3.%20Sequoia%20-%20Research%20and%20Photos/8(b).%20Sequoia%20History%20-%20Presidential?preview=Wise+Men+pg+280+Forrestal+Harriman.pdf](https://www.dropbox.com/home/Sequoia%20-%20History%20Project/3.%20Sequoia%20-%20Research%20and%20Photos/8\(b\).%20Sequoia%20History%20-%20Presidential?preview=Wise+Men+pg+280+Forrestal+Harriman.pdf) [Diary of John J. McCloy](https://www.dropbox.com/search/work?path=%2F&preview=id%3AaCgor1sHxFAAAAAAAAADmg&query=1945%3A05%3A14&search_token=9vjKCMin85VFWEf9qtcJc1Ykfh6KdsrI3NYmeg1BjHE%3D&typeahead_session_id=80466647408555882540719489998647) (p. 504).,"[Stimson’s diary entry](https://www.dropbox.com/home/Sequoia%20-%20History%20Project/3.%20Sequoia%20-%20Research%20and%20Photos/8\(b\).%20Sequoia%20History%20-%20Presidential?preview=Stimson+Diary.pdf) for Monday May 15, 1945 [https://en.wikipedia.org/wiki/Einstein–Szilárd\_letter](https://en.wikipedia.org/wiki/Einstein–Szilárd_letter) McCloy tried to convince President Truman that an [invasion of Japan](https://en.wikipedia.org/wiki/Operation_Downfall) was not sensible. Through Magic intercepts, McCloy had known that the emperor was prepared to surrender if assurances to preserve the Japanese monarchy were given. As such, he advised Truman to offer terms of surrender that offered such a guarantee bundled with the implied threat of using the [atomic bomb](https://en.wikipedia.org/wiki/Atomic_bomb) against Japan.[\[20\]](https://en.wikipedia.org/wiki/John_J._McCloy#cite_note-20)While traveling by boat to the [Potsdam Conference](https://en.wikipedia.org/wiki/Potsdam_Conference) (which took place (July 17 to August 2, 1945), Secretary of State [James Byrnes](https://en.wikipedia.org/wiki/James_F._Byrnes) convinced Truman to ignore McCloy's advice. Eventually, Truman ordered the atomic bombs to be dropped as soon as they were ready. [https://upload.wikimedia.org/wikipedia/commons/4/4a/Handy\_to\_spaatz\_1945.gif](https://upload.wikimedia.org/wikipedia/commons/4/4a/Handy_to_spaatz_1945.gif) **1945-06-01** \- [Interim Committee](https://en.wikipedia.org/wiki/Interim_Committee) makes decision to recommend use of A-bomb","**Note: Ending war with Japan** Order to drop A-bomb Handy to Statz July, 25, 1945 **1945-05-2?** ***The Wise Men: Six Friends and the World They Made*** by [Walter Isaacson](https://en.wikipedia.org/wiki/Walter_Isaacson) and [Evan Thomas](https://en.wikipedia.org/wiki/Evan_Thomas). Published by [Simon & Schuster](https://en.wikipedia.org/wiki/Simon_%26_Schuster) 1986 \- P280. **1945-09-3 (Monday)** \[Mentioned in “The Wise Men”\]"
104,1\. 1945-11-11,1945-11-11,,"President Truman (April 12, 1945 to January 20, 1953\)",Potomac River,nine-hour cruise (*Danville Advocate-Messenger)* \[11:00 start\],"[Harry S. Truman](https://en.wikipedia.org/wiki/Harry_S._Truman) (POTUS), [W.L.M. King](https://en.wikipedia.org/wiki/William_Lyon_Mackenzie_King) (PM of Canada), [Clement Attlee](https://en.wikipedia.org/wiki/Clement_Attlee) (PM of UK), [James Byrnes](https://en.wikipedia.org/wiki/James_F._Byrnes) (Sec. of State), [Fleet Admiral William D. Leahy](https://en.wikipedia.org/wiki/William_D._Leahy) ([Chief of Staff to the Commander in Chief](https://en.wikipedia.org/wiki/Chief_of_Staff_to_the_Commander_in_Chief)), [Lord Halifax](https://en.wikipedia.org/wiki/Edward_Wood,_1st_Earl_of_Halifax) (Ambassador from UK), [Lester Bowles Pearson](https://en.wikipedia.org/wiki/Lester_B._Pearson) (Ambassador from Canada), [Sir John Anderson](https://en.wikipedia.org/wiki/John_Anderson,_1st_Viscount_Waverley) (Chairman of [British Atomic Energy Committee](https://en.wikipedia.org/wiki/Gen_75_Committee))","Conference on atomic proliferation and nuclear energy; [John Maynard Keynes](https://en.wikipedia.org/wiki/John_Maynard_Keynes) is simultaneously in Washington, talking about post-war loans to sustain the British economy","[1945.11.11\_Daily\_Presidential\_Appointments\_of\_Harry\_S.\_Truman.pdf](https://drive.google.com/file/d/1KTushL9-HUjFBt7Z0SLUSdk21lQRIQVX/view?usp=drive_link)[https://www.dropbox.com/search/personal?path=%2F\&preview=id%3A9FchkPVYu2AAAAAAAAAICg\&query=Danville+Advocate-Messenger\&search\_token=MFIExZL9iFjdYmHbRA8Uzha07sWyl6crvefv5oJYIT4%3D\&typeahead\_session\_id=64398275088953450154343780457164](https://www.dropbox.com/search/personal?path=%2F&preview=id%3A9FchkPVYu2AAAAAAAAAICg&query=Danville+Advocate-Messenger&search_token=MFIExZL9iFjdYmHbRA8Uzha07sWyl6crvefv5oJYIT4%3D&typeahead_session_id=64398275088953450154343780457164) [1945.11.11\_Truman\_Clement\_Atlee\_and\_Mackenzie\_King.JPG](https://drive.google.com/file/d/1ZkHjl8JjG6q4Jw5Vc-83a5fE9xbnWAHp/view?usp=drive_link) [https://www.trumanlibrary.gov/calendar/search?body\_value\_op=word\&comment\_keywords=\&page=21](https://www.trumanlibrary.gov/calendar/search?body_value_op=word&comment_keywords=&page=21) [The Winning Weapon: The Atomic Bomb in the Cold War, 1945-1950](https://books.google.com/books?id=DgUABAAAQBAJ) by Gregg Herken",,"The State port pilot. (Southport, N.C.), Dec. 12, 1945, edition 1 Possibly two cruises on the same day; from The Winning Weapon: “A second meeting was held on the yacht that afternoon, when Byrnes and Admiral Leahy joined the President. On this occasion the conversation ranged far afield from atomic energy, but as before, general unanimity characterized discussion on the bomb.”"
